0.25 0.0
0.75 0.0
1.25 0.0
1.75 0.05161781938115525
2.25 0.03130916913283187
2.75 0.0
3.25 0.04511478701817506
3.75 0.0339028281142499
4.25 0.0
4.75 0.021142354063868017
5.25 0.0
5.75 0.014432186275335598
6.25 0.032577557647808
6.75 0.006983032238035629
7.25 0.0030267184106224157
7.75 0.010595613409723962
8.25 0.009350596411763742
8.75 0.006234578837114508
9.25 0.0
9.75 0.001673846903683387
10.25 0.006058237326257714
10.75 0.0013769713894035648
11.25 0.005029254291251466
11.75 0.0034578020225155296
12.25 0.0
12.75 0.000978913027730776
13.25 0.0009064353664464852
13.75 0.003366874071578218
14.25 0.0007836927850236948
14.75 0.001462933218768858
15.25 0.0034214606182421075
15.75 0.000641538232147378
16.25 0.0012053387927439217
16.75 0.0005672287844082994
17.25 0.0005348247877633
17.75 0.0005051201579219106
18.25 0.00047782319667319097
18.75 0.00045268056816846275
19.25 0.000429471400292949
